Title,Genre,Year,Rating,Director,Cast,Duration,Language,Country of Origin,Revenue,Budget
Beauty and the Beast,Family,2017,6.965,Bill Condon,"Emma Watson, Dan Stevens, Luke Evans, Josh Gad, Kevin Kline, Hattie Morahan, Haydn Gwynne, Gerard Horan, Ray Fearon, Ewan McGregor, Ian McKellen, Emma Thompson, Nathan Mack, Audra McDonald, Stanley Tucci, Gugu Mbatha-Raw, Clive Rowe, Thomas Padden, Rita Davies, D.J. Bailey, Adrian Schiller, Harriet Jones, Adam Mitchell, Tom Turner, Michael Jibson, Zoe Rainey, Daisy Duczmal, Jolyon Coy, Jimmy Johnston, Dean Street, Alexis Loizon, Sophie Reid, Rafaëlle Cohen, Carla Nella, Obioma Ugoala, Lynne Wilmot, Jane Fowler, Alison Harding, Chris Andrew Mellon, Jemma Alexander, Sandy Strallen, Dale Branston, Daniel Ioannou, Peter Challis, Wendy Baldock, Norma Atallah, Leo Andrew, Steven Butler, Sharon Gomez, Jacqui Jameson, Vivien Parry, Simone Sault, Beth Willetts, Mandy Montanez, Tom Oakley, William Bozier, Jak Allen-Anderson, Phil Grannel, Freddie August, Nicola Keen, Ebony Molina, Alison Jenkins, Ellen O'Grady, Dawn Buckland, Rebecca Mckinnis, Jody Hall, Ben Fox, Nathan Vaughan Harris, Tim Stanley, Ben Clare, Marina Abdeen, Danielle Acors, Hayley Ainsley, Rhianne Alleyn, Gabby Antrobus, Sophie Atkins, Koko Basigara, Holly Bluett, Daisy Boyles, Ava Brennan, Sophia Brown, Sophie Carmen-Jones, Cassie Clare, Tanya Cumberland, Natalie Davis, Paige Drury-Lawrence, Stephanie Elstob, Cordelia Farnworth, Cj Field, Lily Frazer, Lucy Alexa Gilbert, Helen Gulstan, Selina Hamilton, Leah Hill, Abigayle Honeywill, Chelsea Inez, Blythe Jandoo, Shireen Jathoonia, Billie Kay-Piper, Hannah Kenna-Thomas, Ella Kora, Jennifer Leung, Emily Loumba, Cassie Macmillian, Fiona McDonald, Samira Mighty, Sonoya Mizuno, Anna Momcilovic, Nicola Mooi, Nicole O'Neill, Abiona Omonua, Jazz Peters, Courtney Pruce, Kayla Radam, Katie Singh, Lucy St Louis, Ruth Steele, Jasmine Takacs, Naomi Weijand, Leah West, Skye Lucia Degruttola, Timia Julien-Box, Adelaide Morgan, Gemma Fray, Lara Decaro, Max Brophy, Samuel Brown, Daniel Daszek-Green, Freddie Hunter, Joey Brown, Tom Burgering, Nate Leung, Kai Gordon, Oscar Francisco, Harry Marcus, Johanna Smitz",129,en,United States of America,1263521126,160000000
The Meg,Action,2018,6.21,Jon Turteltaub,"Jason Statham, Li Bingbing, Rainn Wilson, Cliff Curtis, Ruby Rose, Jessica McNamee, Masi Oka, Winston Chao, Shuya Sophia Cai, Page Kennedy, Robert Taylor, Ólafur Darri Ólafsson, Raymond Vinton, Mai Hongmei, Wei Yi, Vithaya Pansringarm, Rob Kipa-Williams, Tawanda Manyimo, Mark Trotter, James Gaylyn, Andrew Grainger, Steven A. Davis, Glen Levy, Edwin Wright, Sui Fong Ivy Tsui, Jeremy Tan, Douglas Lee, Tim Wong, Yoson An, Yao Yao, Leand Macadaan",113,en,China,530517320,150000000
Road to Ninja: Naruto the Movie,Animation,2012,7.6,Hayato Date,"Junko Takeuchi, Chie Nakamura, Toshiyuki Morikawa, Emi Shinohara, Kazuhiko Inoue, Naoya Uchida, Noriaki Sugiyama, Nana Mizuki, Hideo Ishikawa, Shinji Kawada, Katsuhiko Kawamoto, Masaki Terasoma, Kohsuke Toriumi, Tessyo Genda, Hochu Otsuka, Showtaro Morikubo, Takaya Hashi, Naoya Uchida, Masako Katsuki, Toshihiko Seki, Ryoka Yuzuki, Nobuo Tobita",109,ja,Japan,17900000,N/A
Sing,Animation,2016,7.113,Garth Jennings,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson, John C. Reilly, Taron Egerton, Tori Kelly, Jennifer Saunders, Garth Jennings, Peter Serafinowicz, Nick Kroll, Jennifer Hudson, Beck Bennett, Jay Pharoah, Nick Offerman, Leslie Jones, Rhea Perlman, Laraine Newman, Bill Farmer, Adam Buxton, Brad Morris, Wes Anderson, Chris Renaud, Edgar Wright, Asher Blinkoff, Jessica Rau, Carlos Alazraqui, Sara Mann, Daamen J. Krall, Bob Bergen, Doug Burch, Cathy Cavadini, Jason Pace, Townsend Coleman, Abby Craden, Jim Cummings, John DeMita, Willow Geer, Tara Strong, Jess Harnell, Oscar Jennings, Leo Jennings, Caspar Jennings, Asa Jennings, Jon Robert Hall, Laura Dickinson, Jen Faith Brown, Áurea, Marisa Liz, Mickael Carreira, Deolinda Kinzimba, Jeremy Maxwell, Igor Khait, David Arnott, Daniel Mora, Britt Burton, Gregory Perler, Paige Pollack, Marisa De Silva, Jessica Rotter, Robert Taylor, Thomas Walters, Andrew Walton",108,en,United States of America,634151679,75000000
Knowing,Action,2009,6.154,Alex Proyas,"Nicolas Cage, Rose Byrne, Chandler Canterbury, Ben Mendelsohn, Nadia Townsend, Terry Camilleri, Lara Robinson, Adrienne Pickering, Danielle Carter, Alethea McGrath, David Lennie, D.G. Maloney, Alan Hopgood, Joshua Long, Tamara Donnellan, Travis Waite, Liam Hemsworth, Harli Ames, Alyssa McClelland, Gareth Yuen, Lesley Anne Mitchell, Raymond Thomas, Angie Diaz, Kate Mylius",121,en,United Kingdom,155446362,50000000
Ice Age: Collision Course,Adventure,2016,6.06,Mike Thurmeier,"Ray Romano, John Leguizamo, Denis Leary, Queen Latifah, Seann William Scott, Josh Peck, Simon Pegg, Keke Palmer, Jennifer Lopez, Neil deGrasse Tyson, Jesse Tyler Ferguson, Jessie J, Adam DeVine, Wanda Sykes, Melissa Rauch, Michael Strahan, Nick Offerman, Max Greenfield, Lilly Singh, Chris Wedge, Stephanie Beatriz, Robert Cardone, Byron Thames, Rif Hutton, Chris Campbell, Holly Dorff, Moosie Drier, Jason Fricchione, Jackie Gonneau, Hope Levy, Terence Mathews, Edie Mirman, Juan Pope, Ruth Zalduondo, David Zyler, Ashley Peldon, Carlos Ponce",95,en,United States of America,408579038,105000000
Transformers: The Last Knight,Action,2017,6.053,Michael Bay,"Mark Wahlberg, Josh Duhamel, Stanley Tucci, Anthony Hopkins, Laura Haddock, Jerrod Carmichael, Isabela Merced, Santiago Cabrera, Minti Gorne, John Turturro, Glenn Morshower, Liam Garrigan, Mitch Pileggi, Tony Hale, Gil Birmingham, Nicola Peltz Beckham, Peter Cullen, Gemma Chan, Frank Welker, Erik Aadahl, Jim Carter, Omar Sy, Ken Watanabe, John Goodman, John DiMaggio, Reno Wilson, Jess Harnell, Tom Kenny, Steve Buscemi, Steven Barr, Mark Ryan, Sophia Myles, Barbara Eve Harris, Benjamin Flores Jr., Kevin Kent, Andy Bean, Walles Hamonde, Martin McCreadie, John Hollingworth, Aisha Kabia, Elizabeth Croft, Stephen Hogan, Dan Warner, Juliocesar Chavez, Daniel Adegboyega, Claude Knowlton, Phill Langhorne, Sam Yim, Christina Tam, Rob Witcomb, Marcus Fraser, Ben Webb, Jacob Zachar, Maggie Steed, Sara Stewart, Phoebe Nicholls, Rebecca Front, Samuel Parker, Daniel Iturriaga, Mark Dexter, Rob Jarvis, Tim Downie, Emily Tierney, Wolfgang Young, Nicholas Khan, Leighton Sharpe, Aiyaz Ahmed, Pauline McLynn, Matthew Castle, Mia Maria, Poppy Carter, Seeta Indrani, Simon Harrison, Wendy Albiston, John Burke, Granville Ames, Jim Wisniewski, Remi Adeleke, Perry Yee, Brian William Price, Vincent Jerome, Alan Pietruszewski, Christoper Vasquez, Krista Schaeffer, Tom Wright, Charlie Bouguenon, Jandre le Roux, Michael Richard, Drew Waters, Jude Poyer, Eddie Hall, Benjamin Maurice Webb",154,en,United States of America,605425157,217000000
Malena,Drama,2000,7.416,Giuseppe Tornatore,"Monica Bellucci, Giuseppe Sulfaro, Luciano Federico, Matilde Piana, Pietro Notarianni, Gaetano Aronica, Gilberto Idonea, Angelo Pellegrino, Gabriella Di Luzio, Pippo Provvidenti, Maria Terranova, Marcello Catalano, Elisa Morucci, Domenico Gennaro, Vitalba Andrea, Giuseppe Pattavina, Franco Catalano, Daniele Arena, Giovanni Litrico, Gianluca Guarrera, Michel Daniel Bramanti, Giuseppe Zizzo, Totò Borgese, Emanuele Gullotto, Aurora Quattrocchi, Claudia Muzii, Ornella Giusto, Conchita Puglisi, Noemi Giarratana, Paola Pace, Lucia Sardo, Salvatore Martino, Vanni Bramati, Giovanni Martorana, Claudio Castrogiovanni, Alessandro Cremona, Claudio Piano, Antonello Puglisi, Patrizia De Libero, Giovanni Febraro, Fabrizio Ferracane, Orio Scaduto, Fausto Siddi, Antonio Fulfaro, Turi Killer",109,it,Italy,14493284,N/A
Hercules,Animation,1997,7.505,Ron Clements,"Tate Donovan, Josh Keaton, Roger Bart, Danny DeVito, James Woods, Susan Egan, Bobcat Goldthwait, Matt Frewer, Rip Torn, Samantha Eggar, Barbara Barrie, Hal Holbrook, Paul Shaffer, Amanda Plummer, Carole Shelley, Paddi Edwards, Charlton Heston, Lillias White, Cheryl Freeman, LaChanze, Roz Ryan, Jim Cummings, Keith David, Wayne Knight, Sherry Lynn, Mickie McGowan, Jack Angel, Debi Derryberry, Patrick Pinney, Corey Burton, Mary Kay Bergman, Kathleen Freeman",93,en,United States of America,252712101,85000000
The Hunger Games: Mockingjay - Part 2,Action,2015,6.886,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Julianne Moore, Philip Seymour Hoffman, Jeffrey Wright, Stanley Tucci, Donald Sutherland, Willow Shields, Sam Claflin, Jena Malone, Mahershala Ali, Natalie Dormer, Wes Chatham, Michelle Forbes, Elden Henson, Patina Miller, Evan Ross, Paula Malcomson, Eugenie Bondurant, Sarita Choudhury, Stef Dawson, Meta Golding, Omid Abtahi, Joe Chrest, Misty Ormiston, Kim Ormiston, Gwendoline Christie, Robert Knepper, Mark Jeffrey Miller, April Grace, David Hallyday, Linds Edwards, Thomas Blake Jr., Cameron MacConomy, Desmond Phillips, Elle Graham, Lacy Dmitriew, Kate Rachesky, Phillip Troy Linger, Bear Lawrence, Theodore Lawrence, Brandon Cyrus, Toby Jones, Gary Sievers, Emma Elle Roberts, Alexander Yassin, Jasmine Ahnie, Sue-Lynn Ansari, Scott Hunter, Sam Hargrave, R. A. Rondell",137,en,Germany,653428261,160000000
The Jungle Book,Family,1967,7.281,Wolfgang Reitherman,"Bruce Reitherman, Phil Harris, Sebastian Cabot, George Sanders, Sterling Holloway, Louis Prima, J. Pat O'Malley, Clint Howard, Chad Stuart, Lord Tim Hudson, John Abbott, Ben Wright, Darleen Carr, Verna Felton, Bill Lee, Digby Wolfe, Hal Smith, Pete Henderson",78,en,United States of America,205843612,4000000
Porno,Drama,1981,4.609,David Cardoso,"David Cardoso, Patrícia Scalvi, Matilde Mastrangi, Zélia Diniz, Arthur Roveder, Maristela Moreno, Liana Duval",83,pt,Brazil,N/A,N/A
The Twin,Horror,2022,6.0,Taneli Mustonen,"Teresa Palmer, Steven Cree, Barbara Marten, Tristan Ruggeri, Andres Dvinjaninov, Nick Connor, Tiiu Uibo, Raivo Trass, Liisi Org, Kert Kurist, Raul Talmar",109,en,Finland,492000,2620000
Elvis,Drama,2022,7.652,Baz Luhrmann,"Austin Butler, Tom Hanks, Olivia DeJonge, Helen Thomson, Richard Roxburgh, Kelvin Harrison Jr., David Wenham, Kodi Smit-McPhee, Luke Bracey, Dacre Montgomery, Leon Ford, Gary Clark Jr., Yola, Natasha Bassett, Xavier Samuel, Adam Dunn, Alton Mason, Shonka Dukureh, David Gannon, Shannon Sanders, Charles Grounds, Josh McConville, Kate Mulvany, Gareth Davies, Chaydon Jay, Christian Kisando, John Mukristayo, Miles Burton, Gad Banza, Aristene Kisando, Senayt Mebrahtu, Mariama Princess Andrews, Sharon Brooks, Nicholas Bell, Anthony Phelan, Sandro Colarelli, Cle Morgan, Charles Allen, Natalie Bassingthwaighte, Liz Blackett, Mike Bingaman, Christian McCarty, Tony Nixon, Andrea Moor, Mark Leonard Winter, Hugh Parker, Thomas Larkin, Hilton Hyppolite Denis, Christopher Sommers, Brad Leaver, Simon Mallory, Terepai Richmond, Alex Knight, Jordan A. Holland, Lenesha Randolph, Elizabeth Cullen, Angie Milliken, Luke Corrin Care, Jack McGirr, Miranda Frangou, Lakota Johnson, Ruby Gonzales-Judd, Greg Powell, Patrick Shearer, Sarah Ogden, Iain Gardiner, Melina Vidler, Traneshia Chiles, Lauren McClinton, Gary Hale, Kellee Halford, Angela Hill, Jamiah Hudson, Norris Jones, Stephen R. Ladson, Alfreda McCrary, Angela McCrary, Beverly Ann McCrary, Keb' Mo', Tamica Nicole, Marqo Patton, Robert Randolph, Calvin Settles II, Calvin V. Settles Sr., Ira Wayne Settles Sr., Odessa L. Settles, Sara Settles, Shirley M. Settles, Jacqueline Smith-Jefferson, Torshia Suggs, Cameron Keith Walls, Andrea Baker, Libe Barer, Doug Burch, Cathy Cavadini, Elvis Presley",159,en,Australia,286000000,85000000
Despicable Me,Family,2010,7.223,Pierre Coffin,"Steve Carell, Miranda Cosgrove, Dana Gaier, Elsie Fisher, Jason Segel, Russell Brand, Julie Andrews, Will Arnett, Kristen Wiig, Pierre Coffin, Chris Renaud, Jemaine Clement, Jack McBrayer, Danny McBride, Mindy Kaling, Rob Huebel, Ken Daurio, Ken Jeong, Charles Bright, Katie Leigh, Ranjani Brow, Scott Menville, Holly Dorff, Edie Mirman, Jackie Gonneau, Al Rodrigo, Wendy Hoffmann, Jakob Roston, James Kyson, John Hans Tester, Tony Lee, Debi Mae West",95,en,United States of America,533679475,69000000
X-Men: Days of Future Past,Action,2014,7.522,Bryan Singer,"Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Patrick Stewart, Ian McKellen, Halle Berry, Elliot Page, Peter Dinklage, Anna Paquin, Evan Peters, Josh Helman, Shawn Ashmore, Omar Sy, Daniel Cudmore, Fan Bingbing, Adan Canto, Booboo Stewart, Evan Jonigkeit, Famke Janssen, James Marsden, Kelsey Grammer, Lucas Till, Mark Camacho, Zehra Leverman, Alexander Felici, Jan Gerste, Massimo Cannistraro, Mike Dopud, Lee Villeneuve, Andreas Apergis, Robert Montcalm, Gregg Lowe, Jaa Smith-Johnson, Alex Ivanovici, Alain Dahan, Freddy Bessa, Patricia Tougas, Michael Lerner, Chris Claremont, Len Wein, François Paquette, Zabryna Guevara, Angela Galuppo, Milo Chang Sigel, Kiana Chang Sigel, Victor Cornfoot, Brent Skagford, Kyle Gatehouse, John-Sébastien Côté, Stéphane Julien, Taris Tyler, Darryl Scheelar, Thai-Hoa Le, Johnny Tran, Hryhoriy Hlady, Dang Quoc Thinh, Vladimir Aksenov, Jimmy Chan, Julian Casey, Robert Crooks, Matt Cooke, Tim Post, Jason Deline, Karine Vanasse, Pierre Leblanc, Jude Beny, Arthur Holden, Susanna Fournier, Andrew Peplowski, John Sanford Moore, Moe Jeudy-Lamour, Harry Standjofski, Brianna Bone, Neil Napier, Jason Koehler, Miya Shelton-Contreras, Mizinga Mwinga, Christian Jadah, Brendan Pedder, Bryan Singer, Morgan Lily, Sean Curley",132,en,United States of America,747862775,250000000
Missing,Drama,2023,7.8,Nicholas D. Johnson,"Storm Reid, Joaquim de Almeida, Ken Leung, Amy Landecker, Daniel Henney, Nia Long, Megan Suri, Tim Griffin, Rick Chambers, Tracy Vilar, Kimberly Cheng, Dalila Ali Rajah, Kendal Evans, Jalil Jay Lynch, Lauren B. Mosley, Lisa Yamada, Sharar Ali-Speakes, Michael Segovia, Jameel Shivji, Monica Bhatnagar, Marcello Padilla, Rita Rucker, Ava Zaria Lee, Roy Abramsohn, Briana McLean, Karina Noelle Castillo, Jasmin Savoy Brown, Viviana Salinas, Juan Carlos Goméz Ortega, Danielle Nottingham, Thomas Barbusca, Esteban Dager, Sean O'Bryan, Zeke Alton, Billie Jordan, Dalila Ali Rajah, Jill Smith, Oscar Camacho, Scott Menville, Wolfie Trausch, Kelly Stables, Javier Grajeda, Mauricio Mendoza, Jill Remez",111,en,United States of America,45013424,1000000
My Sweet Monster,Animation,2021,6.5,Maksim Volkov,"Lyubov Aksyonova, Aleksey Chumakov, Alena Doletskaya, Timur Kerimov, Prokhor Chekhovskoy, Vladislav Kopp, Pyotr Ivaschenko",98,ru,Russia,N/A,N/A
The Evil Dead,Horror,1981,7.3,Sam Raimi,"Bruce Campbell, Ellen Sandweiss, Richard DeManincor, Betsy Baker, Theresa Tilly, Philip A. Gillis, Cheryl Guttridge, Ted Raimi, Ivan Raimi, Bill Vincent, John Cameron, Scott Spiegel, Dorothy Tapert, Barbara Carey, David Horton, Wendall Thomas, Don Long, Stu Smith, Kurt Rauf, Mary Beth Tapert, Joanne Kruse, Gwen Cochanski, Debie Jarczewski, Sam Raimi, Josh Becker, Bob Dorian, Tom Sullivan, Robert Tapert",85,en,United States of America,29612367,350000
Project X,Comedy,2012,6.815,Nima Nourizadeh,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Dax Flame, Kirby Bliss Blanton, Brady Hender, Nick Nervies, Alexis Knapp, Miles Teller, Peter MacKenzie, Caitlin Dulany, Rob Evors, Rick Shapiro, Martin Klebba, Pete Gardner, Nichole Sakura, Sam Lant, Henry Michaelson, Brendan Miller, Brent Tarnol, Kyle Kwasnick, David Sanchez, Ayydé Vargas, Chelsea Carbaugh-Rutland, Zach Lasry, Michael C. Stretton, Andrew Harbour, Allan Chanes, Holden Morse, Raz Mataz, Briana Mari Wilde, Jarod Einsohn, Chet Hanks, Julian Evans, Jesse Marco, Chic Daniels, Kevin Dunigan, Colleen Flynn, Sophia Santi, Jodi Harris, Frank Buckley, Serene Branson, Robb Reesman, Kevin Ryder, Gene Baxter, Big Boy, Jimmy Kimmel, Jillian Barberie, Ciara Hanna, Catherine Lidstone, Patrick Phan, Shawn Turner",88,en,United States of America,102731865,12000000
"Salò, or the 120 Days of Sodom",Drama,1976,6.463,Pier Paolo Pasolini,"Paolo Bonacelli, Giorgio Cataldi, Umberto P. Quintavalle, Aldo Valletti, Caterina Boratto, Elsa De Giorgi, Hélène Surgère, Sonia Saviange, Sergio Fascetti, Bruno Musso, Antonio Orlando, Claudio Cicchetti, Franco Merli, Umberto Chessari, Lamberto Book, Gaspare Di Jenno, Giuliana Melis, Faridah Malik, Graziella Aniceto, Renata Moar, Dorit Henke, Antiniska Nemour, Benedetta Gaetani, Olga Andreis, Tatiana Mogilansky, Susanna Radaelli, Giuliana Orlandi, Liana Acquaviva, Rinaldo Missaglia, Giuseppe Patruno, Guido Galletti, Efisio Etzi, Claudio Troccoli, Fabrizio Menichini, Maurizio Valaguzza, Ezio Manni, Paola Pieracci, Carla Terlizzi, Anna Maria Dossena, Anna Recchimuzzi, Ines Pellegrini, Alessandro Gennari, Marco Lucantoni, Dante Trazzi, Anna Troccoli",117,it,France,22017,N/A
King,Adventure,2022,6.59,David Moreau,"Gérard Darmon, Lou Lambrecht, Léo Lorléac'h, Thibault de Montalembert, Clémentine Baert, Daniel Semporé, Alain Blazquez, Laurence Facelina, Marie-Sohna Condé, Vanessa David, Artus, Laurent Bateau, Marius Blivet, Rodolphe Sand, Véronique Boulanger, Arnaud Poivre D'Arvor, Alexandre Brik, Juliette Poissonnier",105,fr,Belgium,2551835,N/A
The Bush,Thriller,2022,5.0,Sebastián Caulier,"Gustavo Garzón, Juan Barberini, Gabriela Pastor, Mauricio Vila, Ema Cuañeri, Melanie Castellini, Tedy Durán, Cristian Salguero",87,es,Argentina,N/A,N/A
Brother Bear,Adventure,2003,7.255,Aaron Blaise,"Joaquin Phoenix, Jeremy Suarez, Jason Raize, Rick Moranis, Dave Thomas, D.B. Sweeney, Joan Copeland, Michael Clarke Duncan, Harold Gould, Paul Christie, Danny Mastrogiorgio, Estelle Harris, Greg Proops, Pauley Perrette, Bumper Robinson, Darko Cesar, Angayuqaq Oscar Kawagley, Sherry Lynn, Mickie McGowan, Debi Derryberry, Patrick Pinney",85,en,United States of America,250397798,128000000
In Time,Action,2011,6.952,Andrew Niccol,"Justin Timberlake, Amanda Seyfried, Cillian Murphy, Olivia Wilde, Alex Pettyfer, Johnny Galecki, Matt Bomer, Vincent Kartheiser, Yaya DaCosta, Toby Hemingway, Bella Heathcote, Shyloh Oostwald, Emma Fitzpatrick, Will Harris, Michael William Freeman, Jesse Lee Soffer, Aaron Perilo, Zuleyka Silver, Colin McGurk, Laura Ashley Samuels, Ray Santiago, Will Peltz, Christiann Castellanos, Abhi Sinha, Maximilian Osinski, Kristopher Higgins, Germano Sardinha, Nick Lashaway, Brendan Miller, La Monde Byrd, Paul David Story, Blake Sheldon, Collins Pennie, Melissa Ordway, Ethan Peck, Korrina Rico, Seema Lazar, Adam Jamal Craig, Andreas Wigand, Sasha Pivovarova, Luis Chávez, August Emerson, Cathy Baron, Kris Lemche, Sterling Sulieman, Rachel Roberts, Jeff Staron, Drew James, Swen Temmel, Jessica Parker Kennedy, Matt O'Leary, Trever O'Brien, Faye Kingslee, Patrick Salway, Adrianna Adams, Sloane Avery, Nick Benseman, Skyler Bible, Matthew Broadley, Alyssa de Boisblanc, Alycia Grant, Mary Elise Hayden, Laura Henschel, Spencer Kayden, Christian Madsen, Skyler Maxon, Corbin McCarthy, Adam McManamy, Sam Meader, Marcos Mateo Ochoa, Ernest Pierce, Talon Reid, Sarah May Sommers, Jason Weary, Michael James Wong, Jason Woods, Giggi Yazicioglu, Mo Zelof",109,en,United States of America,173930596,40000000
Secret of the Wings,Animation,2012,7.171,Peggy Holmes,"Mae Whitman, Lucy Hale, Timothy Dalton, Jeff Bennett, Lucy Liu, Raven-Symoné, Megan Hilty, Pamela Adlon, Angela Bartys, Matt Lanter, Debby Ryan, Grey DeLisle, Rob Paulsen, Anjelica Huston, Jane Horrocks, Jodi Benson, Kari Wahlgren, Thomas Lennon, Ben Diskin, Jesse McCartney, Kathy Najimy, John DiMaggio, Steve Valentine, Dee Bradley Baker, Lorie Pester",92,en,India,N/A,N/A
Avatar: The Deep Dive - A Special Edition of 20/20,Documentary,2022,7.5,Dave Hoffman,"Chris Connelly, James Cameron, Zoe Saldaña, Sigourney Weaver, Kate Winslet, Stephen Lang, Jamie Flatters, Bailey Bass, Jack Champion, Trinity Bliss, Jon Landau, Margery Simkin",41,en,New Zealand,N/A,N/A
Snake Eyes: G.I. Joe Origins,Action,2021,6.581,Robert Schwentke,"Henry Golding, Andrew Koji, Haruka Abe, Úrsula Corberó, Samara Weaving, Takehiro Hira, Eri Ishida, Iko Uwais, Peter Mensah, Steven Allerick, Simon Chin, Samuel Finzi, Shota Kakibata, Nicholas Dohy, Dean Muhtadi, James Hiroyuki Liao, Kenji Tanigaki, Kento Matsunami, Sean O. Roberts, Jason William Day, Kojun Notsu, Max Archibald, Gui DaSilva-Greene",121,en,Canada,36964325,88000000
You Will Not Have My Hate,Drama,2022,4.9,Kilian Riedhof,"Pierre Deladonchamps, Camélia Jordana, Thomas Mustin, Jonathan Failla, Christelle Cornil, Farida Rahouadj, Anaïs Dahl, Marcos Adamantiadis, Anne Azoulay, Yannick Choirat, Zoé Iorio",102,fr,Belgium,N/A,N/A
Togo,Crime,2022,6.55,Adrián Caetano,"Diego Alonso, Tito Prieto, Catalina Arrillaga, Luis Alberto Acosta, Marcos Da Costa, José Pagano, Sabrina Valiente, Federico Morosini",95,es,Uruguay,N/A,N/A
Spider-Man 3,Fantasy,2007,6.383,Sam Raimi,"Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church, Topher Grace, Bryce Dallas Howard, Rosemary Harris, J.K. Simmons, James Cromwell, Dylan Baker, Theresa Russell, Bill Nunn, Bruce Campbell, Elizabeth Banks, Ted Raimi, Perla Haney-Jardine, Willem Dafoe, Cliff Robertson, Elya Baskin, Mageina Tovah, John Paxton, Becky Ann Baker, Stan Lee, Michael Papajohn, Joe Manganiello, Hal Fishman, Lucy Gordon, Steve Valentine, Tim Maculan, Marc Vann, Joe Bays, Gregg Daniel, Rogelio T. Ramos, Timothy Patrick Quill, Menachem Mendel Boymelgreen, Nasir Stewart, Austin Hendrickson, Taylor Hemhauser, Kathryn Bryding, Joe Virzi, Bill E. Rogers, Michael Alexander, April Parker-Jones, Edward Padilla, Robert Curtis Brown, Paul Terrell Clayton, Carolyn Neff, Christina Cindrich, Sonya Maddox, Andre B. Blake, Derrick 'Phoenix' Thomas, Jessi Collins, Michael McLaughlin, Anne Gartlan, Emilio Rivera, Keith Woulard, Reynaldo Gallegos, Jim Coope, Dean Edwards, Margaret Laney, Toni Wynne, Aimee Miles, Tanya Bond, Mark Kubr, Emma Raimi, Lorne Raimi, Henry Raimi, Alan Cohn, Dan Callahan, Daniel Cummings, Ron King, Carol Chaikin, Vance Hammond, Frank Anello, Anya Avaeva, David Backus, Tony Besson, Michael Ciesla, Irina Costa, John Crann, Crystal Marie Denha, Amy V. Dewhurst, Paul Edney, Keith Fausnaught, Logan Fry, Kevin Fung, Tony Galtieri, Brian Hopson, Andrew James Jones, Natalie Jones, Christopher Jude, Brittany Krall, Pierangeli Llinas, Bernadette Lords, Natalie McNeil, Martha Millan, Michele-Nanette Miller, Claudia Katz Minnick, Jen Oda, Anjelia Pelay, Nick Poltoranin, Vanessa Reseland, La Rivers, Bria Roberts, Vanessa Ross, Brenna Roth, Shade Rupe, Eric Shackelford, Daniel Shafer, Abbey Skinner, Kristin Somo, Jennifer Sparks, Christopher Stadulis, Arne Starr, Aija Terauda, Evelyn Vaccaro, Nick Vlassopoulos, Sincerely A. Ward, Jennifer Weston, Ray Wineteer, Emily Eckes, Samantha Ressler",139,en,United States of America,890871626,258000000
Joseph: King of Dreams,Family,2000,6.766,Rob LaDuca,"Ben Affleck, Mark Hamill, Richard Herd, Maureen McGovern, Jodi Benson, Judith Light, James Eckhouse, Richard McGonagle, René Auberjonois, David Campbell, Ken Hudson Campbell, Tom Virtue, Matt Levin, Dan Castellaneta, Steven Weber, Jeff Bennett, Jess Harnell",75,en,United States of America,N/A,N/A
WALL·E,Animation,2008,8.074,Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard, John Ratzenberger, Kathy Najimy, Sigourney Weaver, Teddy Newton, Bob Bergen, John Cygan, Pete Docter, Paul Eiding, Donald Fullilove, Teresa Ganzel, Mickie McGowan, Laraine Newman, Lori Alan, Jeff Pidgeon, Jan Rabson, Lori Richardson, Andrew Stanton, Jim Ward, Colette Whitaker, Kim Kopf, Angus MacLane, Niki McElroy, Garrett Palmer, Sherry Lynn, Jess Harnell",98,en,United States of America,521311860,180000000
Bambi,Animation,1942,7.006,David Hand,"Donnie Dunagan, Peter Behn, Stan Alexander, Cammie King, Will Wright, Hardie Albright, Ann Gillis, Tim Davis, Sam Edwards, Sterling Holloway, Otis Harlan, Thelma Boardman, Clarence Nash, Marion Darlington",70,en,United States of America,267447150,858000
Beauty Salon: Special Service 3,Romance,2019,6.375,Kim Jong-min,"Min Jung, Min Do-yoon, Kim Ji-ah, Kang Min-woo",84,ko,South Korea,N/A,N/A
